Player,GP,G,A,TP,PPG,PIM,POS,firstYear,lastYear,Awards,Cups,All_Star_Games,HoF,FinalValue,HoF_Probability
Dave Gagner,946,318,401,719,0.76,1016,1,1984,1999,0,0,1,0,-9.828357421875001,5.3898316104368495e-05
Alexei Zhamnov,807,249,470,719,0.8909999999999999,668,1,1992,2006,0,0,1,0,-7.752863132476807,0.0004293266309227164
Petr Nedved,982,310,407,717,0.73,708,1,1990,2007,0,0,0,0,-9.314552509307862,9.009529552319212e-05
Martin Straka,954,257,460,717,0.752,360,1,1992,2008,0,0,1,0,-11.73816367340088,7.983196549238702e-06
Zigmund Palffy,684,329,384,713,1.042,322,1,1993,2006,0,0,3,0,-7.414316379547119,0.000602201312593218
George Armstrong,1187,296,417,713,0.601,721,1,1949,1971,0,4,7,1,4.540738380432129,0.9894470246309328
Vic Hadfield,1002,323,389,712,0.711,1154,1,1961,1977,0,0,2,0,-5.588592612266541,0.003726350572816199
Charlie Simmer,712,342,369,711,0.9990000000000001,544,1,1974,1988,0,0,2,0,-4.6058463985919955,0.009894363409979233
Doug Mohns,1390,248,462,710,0.511,1250,1,1953,1975,0,0,7,0,-3.977289402008057,0.018391762664471675
Mikko Koivu,1028,205,504,709,0.69,592,1,2005,2021,0,0,0,0,-7.033099853515625,0.0008814152907260892
Scott Hartnell,1249,327,380,707,0.5660000000000001,1809,1,2000,2018,0,0,1,0,-10.388553344726564,3.078188694774809e-05
Marc Savard,807,207,499,706,0.875,737,1,1997,2017,0,1,2,0,-8.945742809295655,0.0001302736797616987
Robert Lang,989,261,442,703,0.711,424,1,1992,2010,0,0,1,0,-11.035466873168946,1.6119465278189867e-05
Bobby Rousseau,942,245,458,703,0.746,359,1,1960,1975,1,4,3,0,-4.553916924715042,0.010416254007016203
Rene Robert,744,284,418,702,0.9440000000000001,597,1,1970,1982,0,0,2,0,-6.834789716720581,0.0010745376187025547
Rick Martin,685,384,317,701,1.023,477,1,1971,1982,0,0,7,0,-3.409307920455933,0.03200583218015389
Mel Bridgman,977,252,449,701,0.718,1625,1,1975,1989,0,0,0,0,-10.576699935913087,2.5502720149529454e-05
Jakub Voracek,920,208,493,701,0.762,467,1,2008,2021,0,0,1,0,-10.199976169586183,3.716982283167214e-05
Geoff Sanderson,1104,355,345,700,0.634,511,1,1990,2008,0,0,2,0,-8.606058799743654,0.00018296022532297309
Chris Pronger,1167,157,541,698,0.598,1590,2,1993,2012,2,1,5,1,0.7378027801513669,0.6765151980199243
Clark Gillies,958,319,378,697,0.728,1023,1,1974,1988,0,4,1,1,1.1546013717651364,0.7603503724138406
Brent Burns,1118,211,486,697,0.623,691,2,2003,2021,1,0,6,0,0.17352370071411105,0.5432724002529822
Daniel Briere,973,307,389,696,0.715,744,1,1997,2015,0,0,2,0,-6.742718183517456,0.0011780474370771507
Cam Neely,726,395,299,694,0.956,1241,1,1983,1996,0,0,5,1,2.8545506362915036,0.9455534348305245
Mike Bullard,755,336,358,694,0.919,741,1,1980,1992,0,0,1,0,-3.6294774646759036,0.025844390854509052
Shayne Corson,1156,273,420,693,0.599,2357,1,1985,2004,0,0,3,0,-10.95500060272217,1.7470128593910304e-05
David Krejci,915,207,482,689,0.753,327,1,2006,2021,0,1,0,0,-10.163121425628663,3.856520967833283e-05
Jamie Benn,815,300,388,688,0.8440000000000001,615,1,2009,2021,1,0,2,0,-7.340876543045044,0.0006480615933124217
Kent Nilsson,553,264,422,686,1.2409999999999999,116,1,1979,1995,0,1,2,0,-8.575776779174806,0.00018858431035769787
Danny Gare,827,354,331,685,0.828,1285,1,1974,1987,0,0,2,0,-5.659117066383362,0.0034734859287451113
Dan Quinn,805,266,419,685,0.851,533,1,1983,1997,0,0,0,0,-10.787358486175538,2.0658594120161957e-05
Reed Larson,904,222,463,685,0.758,1391,2,1976,1990,0,0,3,0,-7.650212013244629,0.0004757167978793194
Don Lever,1020,313,367,680,0.667,593,1,1972,1987,0,0,1,0,-6.091150128364563,0.0022576961755536805
Michael Nylander,920,209,470,679,0.738,468,1,1992,2009,0,0,0,0,-10.004143917083741,4.521014143566329e-05
Walt Tkaczuk,945,227,451,678,0.7170000000000001,556,1,1967,1981,0,0,1,0,-8.930462085723878,0.00013227937775625877
Kevin Hatcher,1157,227,450,677,0.585,1392,2,1984,2001,0,0,5,0,-5.527782523155213,0.003959056903066613
Jozef Stumpel,957,196,481,677,0.7070000000000001,245,1,1991,2008,0,0,0,0,-8.76983281326294,0.00015532542112799426
Tim Kerr,655,370,304,674,1.0290000000000001,596,1,1980,1993,0,0,3,0,-4.378929206252098,0.012383503875648788
Phil Goyette,941,207,467,674,0.716,131,1,1956,1972,0,4,4,0,-4.296517931938172,0.013432985979006336
Paul MacLean,719,324,349,673,0.9359999999999999,968,1,1980,1991,0,0,1,0,-4.111929857254029,0.016112283383276135
Stan Smyl,898,262,411,673,0.7490000000000001,1556,1,1978,1991,0,0,0,0,-11.763716899871827,7.78178601127893e-06
Daymond Langkow,1090,270,402,672,0.617,547,1,1995,2012,0,0,0,0,-11.211878025054933,1.3512551851627458e-05
Craig Ramsay,1070,252,420,672,0.628,201,1,1971,1985,0,0,1,0,-12.469491683959962,3.842084400316241e-06
Reggie Leach,934,381,285,666,0.713,387,1,1970,1983,0,1,2,0,-5.306545102119446,0.004934559469098466
Guy Carbonneau,1318,260,403,663,0.503,820,1,1980,2000,0,3,0,1,-3.7641144628524783,0.022662632864995782
Jamie Langenbrunner,1109,243,420,663,0.598,837,1,1994,2013,0,2,0,0,-8.007629119873048,0.0003328022868318648
Martin Gelinas,1273,308,351,659,0.518,820,1,1988,2008,0,1,0,0,-7.848819458007813,0.00039006015222740116
Red Berenson,987,261,397,658,0.667,305,1,1961,1978,0,1,6,0,-6.264549934387207,0.0018989566099615576
Kelly Kisio,761,229,429,658,0.865,768,1,1982,1995,0,0,1,0,-9.6900837059021,6.189039263159e-05
Ray Sheppard,817,357,300,657,0.804,212,1,1987,2000,0,0,0,0,-8.796942913055421,0.0001511717279423395
Zdeno Chara,1558,205,452,657,0.42200000000000004,1958,2,1997,2021,1,1,6,0,-1.2146331901550296,0.22888228817771325
Ulf Dahlen,966,301,354,655,0.6779999999999999,230,1,1987,2003,0,0,0,0,-8.614393913269044,0.0001814418445009779
Dustin Brown,1187,300,355,655,0.552,706,1,2003,2021,0,2,1,0,-6.156939470291138,0.002114248271730155
Dennis Hull,959,303,351,654,0.682,261,1,1964,1978,0,0,5,0,-6.802036487579346,0.0011102751854355703
Barry Pederson,701,238,416,654,0.9329999999999999,472,1,1980,1992,0,1,2,0,-8.411560737609864,0.00022223326253835972
Glen Murray,1009,337,314,651,0.645,679,1,1991,2008,0,0,2,0,-5.834706508636475,0.002915754897777607
Bryan Smolinski,1055,274,377,651,0.617,606,1,1992,2008,0,0,0,0,-9.622140132904054,6.624130305205649e-05
Brad Marchand,755,291,359,650,0.861,758,1,2009,2021,0,1,2,0,-7.110854112625122,0.000815531934477028
Randy Carlyle,1055,148,499,647,0.613,1400,2,1976,1993,1,0,4,0,-3.8897441263198855,0.020040733545989512
Ryan Walter,1003,264,382,646,0.644,946,1,1978,1993,0,1,1,0,-10.061462604522706,4.2691731542746506e-05
Igor Larionov,921,169,475,644,0.6990000000000001,474,1,1989,2004,0,3,1,1,1.4162495498657224,0.8047497907700564
Bob Pulford,1079,281,362,643,0.596,792,1,1956,1972,0,4,6,1,4.00401619720459,0.9820845897954709
Michael Cammalleri,906,294,348,642,0.7090000000000001,425,1,2002,2018,0,0,0,0,-9.81513186645508,5.461584675072099e-05
Ron Ellis,1034,332,308,640,0.619,207,1,1963,1981,0,1,4,0,-9.436630451202394,7.974231403375779e-05
Tony McKegney,912,320,319,639,0.701,517,1,1978,1991,0,0,0,0,-7.680561506271363,0.00046150248690930934
Ralph Backstrom,1032,278,361,639,0.619,386,1,1956,1973,1,6,6,0,1.0867441062927243,0.7477681199119631
James Patrick,1280,149,490,639,0.499,759,2,1983,2004,0,0,0,0,-6.76216622543335,0.001155384283119429
Roman Hamrlik,1395,155,483,638,0.457,1408,2,1992,2013,0,0,3,0,-7.769128286361695,0.0004224029766618513
Teppo Numminen,1372,117,520,637,0.46399999999999997,513,2,1988,2009,0,0,3,0,-4.852520250797272,0.007748169990061751
Brian Sutter,779,303,333,636,0.816,1786,1,1976,1988,0,0,3,0,-10.098773204803468,4.112829074600805e-05
Anton Stastny,650,252,384,636,0.978,150,1,1980,1989,0,0,0,0,-9.272462093353273,9.396801817316807e-05
Tyler Seguin,741,279,356,635,0.857,223,1,2010,2021,0,1,6,0,-8.917532169342042,0.0001340006135979692
Mats Naslund,651,251,383,634,0.9740000000000001,111,1,1982,1995,0,1,3,0,-9.363788330078126,8.576718353287672e-05
John Anderson,814,282,349,631,0.775,263,1,1977,1989,0,0,0,0,-12.191040718078614,5.075701612653905e-06
Robert Reichel,830,252,378,630,0.759,388,1,1990,2004,0,0,0,0,-12.127914630889894,5.406438297146293e-06
Esa Tikkanen,877,244,385,630,0.718,1077,1,1984,1999,0,5,0,0,-4.268518292427063,0.013809152551524494
Brent Ashton,998,284,345,629,0.63,635,1,1979,1993,0,0,0,0,-9.786502563476564,5.6201968947522586e-05
Ed Westfall,1226,231,394,625,0.51,544,1,1961,1979,0,2,4,0,-8.852277957916261,0.00014303502849715861
Radim Vrbata,1057,284,339,623,0.589,294,1,2001,2018,0,0,1,0,-12.5373475189209,3.5900260150677715e-06
Elmer Lach,664,215,408,623,0.938,478,1,1940,1954,3,3,3,1,-1.4753925437927249,0.1861243572243385
Brian Mullen,832,255,362,622,0.748,414,1,1982,1993,0,0,1,0,-12.871175491333009,2.5710965872078782e-06
Alexander Steen,1018,245,377,622,0.611,454,1,2005,2021,0,1,0,0,-12.857644760131837,2.606121736933447e-06
Guy Lapointe,884,171,451,622,0.7040000000000001,893,2,1968,1984,0,6,4,1,3.527548110961914,0.9714615145612957
Patrick Sharp,939,287,333,620,0.66,536,1,2002,2018,0,3,1,0,-1.5754420394897464,0.17144196931377825
Ron Duguay,864,274,346,620,0.718,582,1,1977,1989,0,0,1,0,-10.111604415893556,4.060395750252244e-05
Chris Kunitz,1022,268,351,619,0.606,746,1,2003,2019,0,4,0,0,-4.574328743934632,0.010207942908726888
Keith Primeau,909,266,353,619,0.6809999999999999,1541,1,1990,2006,0,0,2,0,-9.502791606903077,7.463759320806637e-05
David Legwand,1136,228,390,618,0.544,551,1,1998,2016,0,0,0,0,-12.602111541748048,3.3648912726256493e-06
Adam Graves,1152,329,287,616,0.535,1224,1,1987,2003,0,2,1,0,-6.107951962471009,0.0022201631521491507
Fred Stanfield,914,211,405,616,0.674,134,1,1964,1978,0,2,0,0,-9.789302551269532,5.6044833031998045e-05
Chris Drury,892,260,355,615,0.6890000000000001,468,1,1998,2011,1,1,0,0,-7.734544002532959,0.0004372605314569943
Duncan Keith,1143,101,513,614,0.537,631,2,2005,2021,3,3,4,0,5.706675804138183,0.9966873075647176
Derek King,830,261,351,612,0.737,417,1,1986,2000,0,0,0,0,-13.454667770385743,1.4345358580742503e-06
Martin Rucinsky,961,241,371,612,0.637,821,1,1991,2008,0,0,1,0,-11.027073585510255,1.6255327756742458e-05
Ron Greschner,982,179,431,610,0.621,1226,2,1974,1990,0,0,1,0,-9.548526489257814,7.130117200852692e-05
Dickie Moore,719,261,347,608,0.846,652,1,1951,1968,2,6,6,1,3.173241413116455,0.9598147935420043
Tomas Plekanec,1001,233,375,608,0.607,543,1,2003,2019,0,0,0,0,-12.771582328796388,2.8403446169818948e-06
Peter Zezel,873,219,389,608,0.696,435,1,1984,1999,0,0,0,0,-10.519184791564943,2.7012473844555514e-05
Walt McKechnie,955,214,392,606,0.635,469,1,1967,1983,0,0,0,0,-12.898870193481446,2.500867979986898e-06
Terry OReilly,891,204,402,606,0.68,2095,1,1971,1985,0,0,2,0,-10.505216800689698,2.7392420868143048e-05
"Syl Apps, Jr.",727,183,423,606,0.8340000000000001,311,1,1970,1980,0,0,1,0,-11.662688934326173,8.609041726921162e-06
Mike Ricci,1099,243,362,605,0.551,974,1,1990,2007,0,1,0,0,-11.261377059936525,1.2859986100269894e-05
Dan Boyle,1093,163,442,605,0.5539999999999999,693,2,1998,2016,0,1,2,0,-6.089519822120667,0.0022613715834194467
Erik Karlsson,741,135,470,605,0.816,354,2,2009,2021,2,0,6,0,1.8980887298583982,0.8696750546158305
Bert Olmstead,848,181,421,602,0.71,884,1,1948,1962,0,5,4,1,-1.9752702350616458,0.12182393729366058
Simon Gagne,822,291,310,601,0.731,328,1,1999,2015,0,1,2,0,-11.233460151672364,1.3224050537400595e-05
Brendan Morrison,934,200,401,601,0.643,450,1,1997,2012,0,0,0,0,-14.027904235839845,8.086456348340255e-07
Garry Galley,1149,125,475,600,0.522,1218,2,1984,2001,0,0,2,0,-5.899107539176941,0.002734393349384509
Michal Pivonka,825,181,418,599,0.726,478,1,1986,1999,0,0,0,0,-9.997567378997804,4.5508433912636594e-05
Stu Barnes,1136,261,336,597,0.526,438,1,1991,2008,0,0,0,0,-13.850094520568849,9.6600629462941e-07
Dmitri Khristich,811,259,338,597,0.736,422,1,1990,2002,0,0,2,0,-12.806362831115724,2.743254484398642e-06
Brian Gionta,1026,291,304,595,0.58,377,1,2001,2018,0,1,0,0,-12.118704044342042,5.456464525072416e-06
Martin Havlat,790,242,352,594,0.752,404,1,2000,2016,0,0,2,0,-12.224055969238282,4.9108629398014035e-06
Jean-Paul Parise,890,238,356,594,0.667,706,1,1965,1979,0,0,2,0,-7.13375350189209,0.000797083670081706
Loui Eriksson,968,250,343,593,0.613,192,1,2006,2021,0,0,1,0,-14.240009986877443,6.540966974606359e-07
Thomas Gradin,677,209,384,593,0.8759999999999999,298,1,1978,1987,0,0,1,0,-12.663311683654786,3.1651350014387404e-06
Matt Duchene,797,245,346,591,0.742,192,1,2009,2021,0,0,2,0,-13.184939109802247,1.8786803135606047e-06
Al MacAdam,864,240,351,591,0.684,509,1,1973,1985,0,0,2,0,-9.264919483184816,9.467939464231547e-05
Dainius Zubrus,1293,228,363,591,0.457,791,1,1996,2016,0,0,0,0,-10.644817554473878,2.3823421175405975e-05
Ryan Suter,1147,90,501,591,0.515,655,2,2005,2021,0,0,3,0,-5.28620871257782,0.005035427450864327
Radek Dvorak,1260,227,363,590,0.46799999999999997,449,1,1995,2014,0,0,0,0,-13.698409759521486,1.1242314809916162e-06
Mike Fisher,1104,278,311,589,0.534,815,1,1999,2018,0,0,0,0,-10.865845405578614,1.9099192430075612e-05
Don Marshall,1176,265,324,589,0.501,127,1,1951,1972,0,5,7,0,-4.668337547302246,0.009300551136259178
Claude Provost,1005,254,335,589,0.586,469,1,1955,1970,0,9,11,0,-2.599794589996338,0.0691516413518723
Patrik Sundstrom,676,219,369,588,0.87,349,1,1982,1992,0,0,0,0,-12.347365104675294,4.341157910238028e-06
Carol Vadnais,1087,169,418,587,0.54,1813,2,1966,1983,0,2,6,0,-4.102992975234986,0.01625457126307243
Steve Vickers,698,246,340,586,0.84,330,1,1972,1982,1,0,2,0,-9.700459205627443,6.125160779858152e-05
Jeff Brown,747,154,431,585,0.7829999999999999,498,2,1985,1998,0,0,0,0,-7.008635961532593,0.0009032243425622457
Mario Tremblay,852,258,326,584,0.685,1043,1,1974,1986,0,5,0,0,-4.408227765083313,0.012030250043220326
Troy Murray,915,230,354,584,0.638,875,1,1981,1996,0,1,0,0,-10.72605200958252,2.1964699213647538e-05
Keith Acton,1023,226,358,584,0.5710000000000001,1172,1,1979,1994,0,1,1,0,-11.333595001220704,1.196401737038782e-05
Bob Bourne,964,258,324,582,0.604,605,1,1974,1988,0,4,1,0,-5.826689445495606,0.0029391556611695234
Don McKenney,798,237,345,582,0.7290000000000001,211,1,1954,1968,0,1,7,0,-9.538873874664308,7.199269733800258e-05
Tom Fergus,726,235,346,581,0.8,499,1,1981,1993,0,0,0,0,-12.019249641418458,6.027033238957525e-06
Fredrik Olausson,1022,147,434,581,0.568,450,2,1986,2003,0,1,0,0,-9.089271270751954,0.00011285755217781962
Shawn McEachern,911,256,323,579,0.636,506,1,1991,2006,0,1,0,0,-12.361459457397462,4.280401528040639e-06
Laurie Boschman,1009,229,348,577,0.5720000000000001,2265,1,1979,1993,0,0,0,0,-13.861208641052247,9.553294363878348e-07
Robert MacMillan,753,228,349,577,0.7659999999999999,260,1,1974,1985,0,0,0,0,-13.466720306396486,1.4173498629455408e-06
Keith Yandle,978,100,476,576,0.589,566,2,2006,2021,0,0,3,0,-5.964325630187989,0.0025621946237208565
Brenden Morrow,991,265,310,575,0.58,1362,1,1999,2015,0,0,0,0,-12.825327598571779,2.691719658645289e-06
Milt Schmidt,776,229,346,575,0.741,466,1,1936,1955,2,2,4,1,-6.248252593994141,0.0019300978904258248
Guy Chouinard,578,205,370,575,0.995,120,1,1974,1984,0,0,0,0,-9.717255794525148,6.023144331638379e-05
Eric Desjardins,1143,136,439,575,0.503,757,2,1988,2006,0,1,3,0,-5.779758536338806,0.003079945937006395
Eric Nesterenko,1219,250,324,574,0.47100000000000003,1273,1,1951,1972,0,1,2,0,-9.453387462615968,7.84173085228533e-05
Shea Weber,995,219,355,574,0.5770000000000001,687,2,2005,2021,0,0,7,0,-2.48233863067627,0.07710561970225562
Petr Klima,786,313,260,573,0.7290000000000001,671,1,1985,1999,0,1,0,0,-8.185641014099122,0.0002785481561277919
Jim Pappin,767,278,295,573,0.747,667,1,1963,1977,0,2,5,0,-4.597206317901612,0.009979365073106223
Ryan Kesler,1001,258,315,573,0.5720000000000001,920,1,2003,2021,0,0,2,0,-10.797524654388429,2.044964358484846e-05
Dick Duff,1030,283,289,572,0.555,743,1,1954,1972,0,6,7,1,3.7060139541625974,0.976014172077191
Ales Hemsky,845,174,398,572,0.677,353,1,2002,2018,0,0,0,0,-8.858747684478761,0.00014211274914931887
Joe Juneau,828,156,416,572,0.691,271,1,1991,2004,0,0,0,0,-8.016813957214357,0.0003297605502625754
Andrei Markov,990,119,453,572,0.578,505,2,2000,2017,0,0,2,0,-7.40003653717041,0.0006108570536728518
T.J. Oshie,808,238,333,571,0.7070000000000001,410,1,2008,2021,0,1,1,0,-11.323096477508546,1.2090282008268792e-05
Sergei Samsonov,888,235,336,571,0.643,209,1,1997,2011,1,0,1,0,-11.746045791625978,7.92051988555126e-06
Kimmo Timonen,1108,117,454,571,0.515,654,2,1998,2015,0,1,4,0,-4.142819129943848,0.015629854886692898
Mike Krushelnyski,897,241,328,569,0.634,699,1,1981,1995,0,3,1,0,-5.557423197746277,0.003843874338304535
Taylor Hall,632,219,350,569,0.9,350,1,2010,2021,1,0,2,0,-7.768407546997071,0.0004227074001165937
Chris Gratton,1092,214,354,568,0.52,1638,1,1993,2009,0,0,0,0,-13.444263183593751,1.4495395073137354e-06
Dave Ellett,1129,153,415,568,0.503,985,2,1984,2000,0,0,2,0,-8.43177243423462,0.0002177876079471673
Bill Gadsby,1248,130,438,568,0.455,1539,2,1946,1966,0,0,8,1,-1.8587224121093753,0.13485203472976492
Ross Lonsberry,968,256,310,566,0.585,806,1,1966,1981,0,2,1,0,-9.539535724639894,7.194506816451424e-05
Wendel Clark,793,330,234,564,0.711,1690,1,1985,2000,0,0,2,0,-7.496292316436768,0.0005548308301389406
Don Maloney,765,214,350,564,0.737,815,1,1978,1991,0,0,2,0,-10.376458370208741,3.1156442037311e-05
Sandis Ozolins,875,167,397,564,0.645,638,2,1992,2008,0,1,7,0,-3.180334293365479,0.03991252202357101
Rob Ramage,1044,139,425,564,0.54,2224,2,1979,1994,0,2,4,0,-6.881604635238648,0.001025442959305228
Jussi Jokinen,951,191,372,563,0.5920000000000001,377,1,2005,2018,0,0,0,0,-12.71726580810547,2.9988885928146635e-06
Tomas Kaberle,984,87,476,563,0.5720000000000001,260,2,1998,2013,0,1,0,0,-8.346802913665773,0.00023709727949123966
Jimmy Carson,626,275,286,561,0.8959999999999999,254,1,1986,1996,0,0,1,0,-9.75803204727173,5.782496969585782e-05
Ryan OReilly,808,195,366,561,0.6940000000000001,110,1,2009,2021,1,1,3,0,-7.08341809463501,0.0008381976352056244
Tony Tanti,697,287,273,560,0.8029999999999999,661,1,1981,1992,0,0,1,0,-7.741350376129151,0.00043429576654852194
Ted Kennedy,696,231,329,560,0.805,432,1,1942,1957,1,5,6,1,-1.7726604576110843,0.1452117869710126
Bobby Ryan,837,258,301,559,0.6679999999999999,460,1,2007,2021,0,0,1,0,-9.848187648773195,5.2840083912996156e-05
Paul Reinhart,648,133,426,559,0.863,277,2,1979,1990,0,0,2,0,-4.913851463317871,0.0072906047926180675
Max Pacioretty,768,283,275,558,0.727,421,1,2008,2021,0,0,1,0,-9.771607124328614,5.704533979642178e-05
"Billy Harris, Jr.",897,231,327,558,0.622,394,1,1972,1984,0,0,1,0,-13.216571533203126,1.820183289576041e-06
Bobby Schmautz,764,271,286,557,0.7290000000000001,988,1,1967,1981,0,0,2,0,-9.055845462799073,0.00011669321477480958
David Backes,950,245,312,557,0.586,1144,1,2006,2021,0,0,1,0,-11.83318492126465,7.259553874240103e-06
Mike Murphy,831,238,318,556,0.669,514,1,1971,1983,0,0,1,0,-9.843740665435792,5.307557363541601e-05
Pete Stemkowski,967,206,349,555,0.574,866,1,1963,1978,0,1,1,0,-10.581559860229493,2.5379082682969526e-05
Bengt-Ake Gustafsson,629,196,359,555,0.882,196,1,1979,1989,0,0,0,0,-10.431624614715577,2.9484256960961767e-05
Don Luce,894,225,329,554,0.62,364,1,1969,1982,0,0,1,0,-13.216571533203126,1.820183289576041e-06
David Perron,854,223,328,551,0.645,650,1,2007,2021,0,1,1,0,-11.079041683197023,1.5432156896210875e-05
Logan Couture,720,258,292,550,0.764,191,1,2009,2021,0,0,1,0,-12.249889099121095,4.785625192962549e-06
John Cullen,621,187,363,550,0.8859999999999999,898,1,1988,1999,0,0,2,0,-6.680977785110474,0.0012529787662871232
Mike Knuble,1068,278,270,548,0.513,641,1,1996,2013,0,1,0,0,-9.398339473724366,8.285467968698599e-05
Mike Sillinger,1049,240,308,548,0.522,644,1,1990,2009,0,0,0,0,-11.259940349578859,1.287847521612771e-05
Bill Cowley,549,195,353,548,0.998,143,1,1934,1947,3,2,0,1,-5.288110696792603,0.0050259073383999405
Nikita Kucherov,515,221,326,547,1.062,261,1,2013,2021,3,1,3,0,-7.5966920490264895,0.0005018576558049704
James Neal,822,289,256,545,0.6629999999999999,570,1,2008,2021,0,0,3,0,-5.8688594932556155,0.002818130373476888
Martin Erat,881,176,369,545,0.619,506,1,2001,2015,0,0,0,0,-12.00815936279297,6.094246326547842e-06
Max Bentley,645,245,299,544,0.843,179,1,1940,1954,3,3,4,1,-2.40159972858429,0.08305079050644074
Benoit Hogue,863,222,321,543,0.629,877,1,1987,2002,0,1,0,0,-10.798474037170411,2.0430238654785766e-05
Doug Bentley,565,219,324,543,0.961,217,1,1939,1954,1,0,5,1,-5.7263270254135135,0.003248438849994757
Gary Dornhoefer,787,214,328,542,0.6890000000000001,1291,1,1963,1978,0,2,2,0,-6.933759653091431,0.0009733824312599133
Craig Conroy,1009,182,360,542,0.537,603,1,1994,2011,0,0,0,0,-11.144393646240236,1.4455897397924368e-05
Bill Goldsworthy,771,283,258,541,0.7020000000000001,763,1,1964,1978,0,0,4,0,-4.890078150749207,0.0074646939638229
Mark Napier,767,235,306,541,0.705,157,1,1978,1989,0,2,0,0,-11.41792269897461,1.0996498043519874e-05
Bill Mosienko,711,258,282,540,0.759,121,1,1941,1955,0,0,5,1,-10.616136753082277,2.451657177828762e-05
Doug Harvey,1113,88,452,540,0.485,1216,2,1947,1969,7,6,13,1,7.3777506713867185,0.999375385239394
Kris Letang,813,127,412,539,0.6629999999999999,584,2,2006,2021,0,3,6,0,5.143541610717773,0.9941968918805276
Andrew Ladd,950,249,289,538,0.5660000000000001,568,1,2005,2020,0,2,0,0,-8.250271522521974,0.0002611194281845813
Jordan Staal,962,225,312,537,0.5579999999999999,475,1,2006,2021,0,1,0,0,-12.505581581115724,3.705896763698901e-06
Viktor Kozlov,897,198,339,537,0.599,248,1,1994,2009,0,0,1,0,-13.72565432739258,1.0940157893296763e-06
Glen Wesley,1457,128,409,537,0.369,1045,2,1987,2008,0,1,1,0,-5.837410890579224,0.002907903134483351
Tim Young,628,195,341,536,0.8540000000000001,438,1,1975,1985,0,0,1,0,-11.687472068786622,8.398306604599416e-06
Danny Grant,736,263,272,535,0.727,239,1,1965,1979,1,1,3,0,-8.150645935058595,0.0002884656790997462
